Question,Answer
වී අස්වැන්න කෙරෙහි පළිබෝධකයන්ගේ බලපෑම ගොවීන් කළමනාකරණය කරන්නේ කෙසේද?,"ඒකාබද්ධ පළිබෝධ කළමනාකරණ (IPM) ශිල්පීය ක්‍රම භාවිතා කිරීමෙන්, පළිබෝධ ගහනය නිරීක්ෂණය කිරීමෙන් සහ පාලන පියවර යෙදීමෙන් බලපෑම කළමනාකරණය කළ හැකිය."
වී ගොවිතැනේදී පාංශු සාරවත් බව කළමනාකරණය කිරීම සඳහා හොඳම පිළිවෙත් මොනවාද?,"හොඳම භාවිතයන් අතර නිතිපතා පාංශු පරීක්ෂා කිරීම, සුදුසු පොහොර භාවිතා කිරීම සහ කාබනික ද්‍රව්‍ය ඇතුළත් කිරීම ඇතුළත් වේ."
කුඹුරුවල පාංශු තද වීමේ ගැටලුව ගොවීන්ට විසඳිය හැක්කේ කෙසේද?,"නිසි වගා පිළිවෙත් භාවිතා කිරීම, බර යන්ත්‍ර සූත්‍ර භාවිතය අවම කිරීම සහ කාබනික ද්‍රව්‍ය ඇතුළත් කිරීම මගින් පාංශු සම්පිණ්ඩනය ආමන්ත්‍රණය කළ හැකිය."
වී වගාවේ දී නිරවද්‍ය ගොවිතැන් ක්‍රම භාවිතා කිරීමේ ප්‍රතිලාභ මොනවාද?,"ප්‍රතිලාභ අතර වැඩි දියුණු කළ සම්පත් භාවිතයේ කාර්යක්ෂමතාව, වැඩි අස්වැන්නක් සහ පාරිසරික බලපෑම අඩු වේ."
වී ගොවීන් ජලයෙන් යටවීමේ අවදානම කළමනාකරණය කරන්නේ කෙසේද?,"ඵලදායී ජලාපවහන පද්ධති සැලසුම් කිරීම, නිසි ජල මට්ටම් පවත්වා ගැනීම සහ අවශ්ය නම් උස් ඇඳන් භාවිතා කිරීම මගින් අවදානම කළමනාකරණය කළ හැකිය."
සහල් කඳ විදින පළිබෝධකයන් පාලනය කිරීම සඳහා පොදු ක්‍රම මොනවාද?,"පාලන ක්‍රම අතරට ප්‍රතිරෝධී ප්‍රභේද භාවිතා කිරීම, කෘමිනාශක යෙදීම සහ නිසි ක්ෂේත්‍ර කළමනාකරණයක් සිදු කිරීම ඇතුළත් වේ."
පසු අස්වනු සැකසීම තුළින් ගොවීන්ට වී ධාන්‍යවල ගුණාත්මක භාවය වැඩි දියුණු කළ හැක්කේ කෙසේද?,"ධාන්ය නිසි ලෙස වියළීම, පිරිසිදු කිරීම සහ ඇඹරීම සහතික කිරීම සහ ඵලදායී ගබඩා ක්රම භාවිතා කිරීම මගින් ගුණාත්මකභාවය වැඩිදියුණු කළ හැකිය."
වී ගොවිතැනේදී කාබනික පළිබෝධ පාලන ක්‍රම භාවිත කිරීමේ වාසි මොනවාද?,"වාසි අතර රසායනික භාවිතය අඩු කිරීම, පාරිසරික සෞඛ්‍යය වැඩි දියුණු කිරීම සහ හිතකර ජීවීන් ප්‍රවර්ධනය කිරීම ඇතුළත් වේ."
අස්වනු නෙලීමෙන් පසු සිටුවීමට කුඹුරු සකස් කළ යුත්තේ කෙසේද?,"වගා කිරීමට සූදානම් වීම සඳහා කුඹුරු පිරිසිදු කර, සමතලා කර නැවත ජලයෙන් යටවිය යුතුය."
වී ගොවිතැනේදී බෝග මාරුව භාවිතා කිරීමෙන් ලැබෙන ප්‍රයෝජන මොනවාද?,"ප්‍රතිලාභ අතර පාංශු සෞඛ්‍යය වැඩි දියුණු කිරීම, පළිබෝධ පීඩනය අඩු කිරීම සහ පෝෂක චක්‍රය වැඩිදියුණු කිරීම ඇතුළත් වේ."
වෙරළබඩ ප්‍රදේශවල පාංශු ලවණතාවයේ අවදානම ගොවීන්ට කළමනාකරණය කළ හැක්කේ කෙසේද?,"ජලාපවහනය වැඩිදියුණු කිරීම, ලුණු වලට ඔරොත්තු දෙන ප්‍රභේද භාවිතා කිරීම සහ පාංශු සංශෝධන යෙදීම මගින් අවදානම කළමනාකරණය කළ හැකිය."
සහල් ටුන්ග්‍රෝ රෝගය පාලනය කිරීමේ පොදු ක්‍රම මොනවාද?,"පාලන ක්‍රම අතරට ප්‍රතිරෝධී ප්‍රභේද භාවිතා කිරීම, දෛශික කළමනාකරණය කිරීම සහ නිසි ක්ෂේත්‍ර කළමනාකරණය ප්‍රගුණ කිරීම ඇතුළත් වේ."
ගොවීන්ට කුඹුරුවල ජල භාවිතයේ කාර්යක්ෂමතාව වැඩි දියුණු කළ හැක්කේ කෙසේද?,"ජල සුරැකීමේ තාක්ෂණයන් භාවිතා කිරීම, වාරිමාර්ග කාලසටහන් ප්රශස්ත කිරීම සහ නාස්තිය අවම කිරීම මගින් කාර්යක්ෂමතාව වැඩි දියුණු කළ හැකිය."
සාර්ථක වී බීජ පැල පිහිටුවීම සඳහා ප්‍රධාන සාධක මොනවාද?,"ප්‍රධාන සාධක අතරට නිසි රෝපණ ගැඹුර, ප්‍රමාණවත් ජල සැපයුම සහ නිරෝගී බීජ පැල ඇතුළත් වේ."
වී ගොවීන්ට අයහපත් කාලගුණික තත්ත්වයන් තම භෝගවලට ඇති කරන බලපෑම කළමනාකරණය කරන්නේ කෙසේද?,"කාලගුණයට ඔරොත්තු දෙන ප්‍රභේද භාවිතා කිරීම, ජල කළමනාකරණය වැඩිදියුණු කිරීම සහ හදිසි අවස්ථා සඳහා සූදානම් වීම මගින් බලපෑම කළමනාකරණය කළ හැකිය."
